LOCATION,MNF_YEAR,BRAND,MODEL,VARIANT,DRIVEN_KM,FUELTYPE,NOOF_OWNERS,PRICE
"Yewlekar Mala, Nashik",2010,Hyundai ,1.2 Kappa Magna,MANUAL,75000.0 KM,DIESEL,2nd,"1,99,000"
"Palibor, Jorhat",2015,Audi Q3 ,2.0 TDI Quattro,MANUAL,1.0 KM,DIESEL,1st,"19,75,000"
"Sector 93A, Noida",2008,Honda ,EXi,MANUAL,140000 KM,PETROL,Third,"1,30,000"
"Isapur, Bilsanda",2014,Mahindra ,ZLX,AUTOMATIC,"122,000 KM",DIESEL,3rd,"4,50,000"
"Andhel, Sikandarabad Industrial Area",2007,Hyundai ,XK CNG,MANUAL,"11,641 KM",CNG & HYBRIDS,3rd,"60,000"
"2 F, Sri Ganganagar",2002,Mahindra ,CL 550 MDI,MANUAL,"98,759 KM",DIESEL,1st,"3,15,000"
"Kadma, Jamshedpur",2019,Hyundai ,VTVT 1.6 SX,MANUAL,"16,833 KM",PETROL,1st,"10,00,000"
"Saptarishi Society, Anand",2012,Mahindra ,2012-2014 E4 ABS BS IV,MANUAL,"176,000 KM",DIESEL,2nd,"2,20,000"
"Shambanur, Davanagere",2011,Volkswagen Vento ,1.5 TDI Highline,MANUAL,"80,000 KM",DIESEL,1st,"2,10,000"
"Spituk, Leh",2013,Hyundai ,Era,MANUAL,"98,000 KM",PETROL,2nd,"2,50,000"
"Karmaveer Nagar, Vaduj",2011,Tata ,CS LX TDI,AUTOMATIC,0 KM,DIESEL,2nd,"1,80,000"
"Adarsh Nagar, Nawanshahr",2016,Maruti ,VDI,MANUAL,"85,000 KM",DIESEL,2nd,"5,50,000"
"Dhurwa, Ranchi",2011,Mahindra ,2002-2013 Sle,MANUAL,"157,000 KM",DIESEL,1st,"3,80,000"
"Dadar West, Mumbai",2011,Marutilto K10 ,LXI,MANUAL,64000.0 KM,PETROL,3rd,"1,39,000"
"Kattoor, Coimbatore",2008,Tata ,2009-2011 DLS,MANUAL,87000.0 KM,DIESEL,1st,"1,35,000"
"Villivakkam, Chennai",2015,Audi Q3 ,2015-2017 35 TDI Quattro Premium Plus,AUTOMATIC,42667.0 KM,DIESEL,1st,"20,00,000"
"Bara Hindu Rao, Delhi",2013,Honda ,1.2 LS ABS,MANUAL,90000 KM,CNG,Second,"2,30,000"
"Laddak, Vapi",2017,Hyundai ,Magna Executive Diesel,MANUAL,"82,000 KM",DIESEL,1st,"5,25,000"
"Old Mangan Bazar, Mangan",2021,Maruti ,LXI,AUTOMATIC,"7,000 KM",PETROL,1st,"4,50,000"
"New Transport Nagar, GIDA Gorakhpur",2008,Skoda ,2008-2010 1.4 MPI Elegance,MANUAL,"90,000 KM",PETROL,2nd,"2,60,000"
"Panchu, Hisua",2005,Maruti ,AC,MANUAL,"63,000 KM",PETROL,2nd,"68,000"
"Sondongari, Raipur",2019,Hyundai ,SX Opt,MANUAL,38000.0 KM,PETROL,1st,"9,11,000"
"Sreenilayam, Meenad",2006,Mahindra ,2002-2013 2.6 CRDe,MANUAL,"100,000 KM",DIESEL,3rd,"2,00,000"
"Yogi Darshan Society, Surat",2009,Maruti ,Vxi BS-IV,MANUAL,80000.0 KM,CNG & HYBRIDS,3rd,"2,25,000"
"Tambaram, Chennai",2015,Chevrolet ,,--,86000.0 KM,DIESEL,1st,"2,30,000"
"Ashok Nagar, Kurnool",2016,Tata ,V2 LS,MANUAL,"240,000 KM",DIESEL,2nd,"1,50,000"
"Kachujan Gaon, Tinsukia",2011,Ford ,Others,MANUAL,"46,000 KM",PETROL,1st,"2,15,000"
"Vaishali Nagar, Jaipur",2012,Ford ,Duratorq EXI 1.4,MANUAL,"93,000 KM",DIESEL,2nd,"2,50,000"
"Kotha Peta, Chirala",2006,Tata ,Victa CX 10/7 Str BSIII,MANUAL,"276,310 KM",DIESEL,1st,"1,50,000"
"Dabhoi, Vadodara",2020,Maruti ,LXI,MANUAL,"6,500 KM",PETROL,1st,"3,60,000"
"Darbeshpur, Mahimapur",2008,Maruti ,Duo LXi LPG,AUTOMATIC,15 KM,PETROL,2nd,"60,000"
"Balkampet, Hyderabad",2014,Tata ,V2 LX,MANUAL,85000.0 KM,DIESEL,1st,"1,25,000"
"Kalkaji, Delhi",2012,Maruti ,2012-2015 VDI,MANUAL,90000.0 KM,DIESEL,1st,"3,49,000"
"Goregaon East, Mumbai",2012,Maruti ,CNG LXI Optional,MANUAL,40000.0 KM,CNG & HYBRIDS,1st,"2,10,000"
"Patahi, Sheohar",2020,Mahindra ,FB 1.7T,AUTOMATIC,20000 KM,DIESEL,First,"10,80,000"
"Varacha, Surat",2019,Maruti ,VDI,MANUAL,"32,000 KM",DIESEL,1st,"7,00,000"
"Karanataka bangalore nagarabhavi 2nd stage, Bengaluru",2007,Tata ,2009-2011 DLG,MANUAL,82000.0 KM,DIESEL,3rd,"88,000"
"Sector 51, Chandigarh",2009,Honda ,1.8 (E) MT,MANUAL,89000.0 KM,PETROL,1st,"2,68,000"
"Bandra East, Mumbai",2014,Maruti 1.0 ,LXi CNG,MANUAL,98600.0 KM,CNG & HYBRIDS,2nd,"2,99,999"
"Usuppur, Chidambaram",2007,Tata ,2009-2011 DL,MANUAL,"120,000 KM",DIESEL,2nd,"75,000"
"Saraswathipuram, Tumakuru",2006,Tata ,DLE BSIII,MANUAL,"107,533 KM",DIESEL,4th,"90,000"
"Whitefield, Bengaluru",2017,Skoda ,1.6 MPI AT Ambition,AUTOMATIC,"38,551 KM",PETROL,2nd,"8,25,000"
"Kakani Nagar, Visakhapatnam",2016,Honda ,S i-VTEC,MANUAL,54500.0 KM,PETROL,1st,"5,80,000"
"Sector 21B, Chandigarh",2017,Hyundai ,1.6 VTVT E Plus,MANUAL,60000.0 KM,PETROL,1st,"9,75,000"
"Saidpur Jagir, Lucknow",2012,Tata ,Dicor VX 4X2 BS IV,MANUAL,68 KM,DIESEL,2nd,"4,50,000"
"Tilak Nagar, Bikaner",2015,Other Brands Others ,,MANUAL,"50,000 KM",DIESEL,1st,"20,000"
"DRP Line, Dewas",2010,Mahindra ,E8 BS-III,MANUAL,"161,000 KM",DIESEL,2nd,"2,40,000"
"Dashrathpuri, Delhi",2011,Hyundai ,1.1L iRDE ERA Special Edition,MANUAL,"76,200 KM",CNG & HYBRIDS,2nd,"1,50,000"
"Sukhdev Nagar, Panipat",2017,Maruti ,2011-2014 Star LXI,MANUAL,"65,000 KM",PETROL,3rd,"4,70,000"
"Royapettah, Chennai",2015,Chevrolet ,,--,86000.0 KM,DIESEL,1st,"2,30,000"
"Mahalakshmi, Mumbai",2010,Bmw Z4 ,Roadster sDrive35i,AUTOMATIC,"48,000 KM",PETROL,3rd,"29,00,000"
"Hinjewadi, Pune",2016,Maruti ,LXI,MANUAL,46746.0 KM,PETROL,--,"2,77,000"
"New Partap Nagar, Amritsar",2004,Tata ,2009-2011 DLS,MANUAL,120000 KM,DIESEL,First,"55,000"
"Lajpat Nagar 2, Delhi",2009,Honda ,2008-2011 1.5 S AT,AUTOMATIC,70000 KM,PETROL,First,"2,40,000"
"Gandhi Bag, Mahuva",2020,Maruti ,VXI Plus,MANUAL,"6,800 KM",PETROL,1st,"4,00,000"
"Parsvnath City Sonepat, Sonipat",2008,Hyundai ,Magna CNG,MANUAL,"153,878 KM",PETROL,3rd,"1,00,000"
"Doddakannalli, Bengaluru",2014,Renault Pulse ,2012-2014 RxZ,MANUAL,50786.0 KM,DIESEL,1st,"4,45,000"
"Ashok Vihar, Delhi",2017,Ford ,V8,AUTOMATIC,22000.0 KM,PETROL,1st,"68,00,000"
"Bank Colony, Karimnagar",2019,Mahindra ,Others,MANUAL,"20,000 KM",DIESEL,1st,"6,80,000"
"Pauta, Barkhera",2017,Ford ,1.2P Titanium Plus MT,AUTOMATIC,"17,300 KM",PETROL,1st,"4,00,000"
"Bandra East, Mumbai",2009,Maruti ,VXI,MANUAL,63000.0 KM,PETROL,1st,"2,15,000"
"Sykampa, Uppala",2013,Maruti ,2012-2016 LX Optional,MANUAL,"80,000 KM",PETROL,1st,"1,80,000"
"Sector 51, Chandigarh",2009,Hyundai ,1.2 Magna Executive,MANUAL,87000.0 KM,PETROL,1st,"2,45,000"
"Yogi Darshan Society, Surat",2008,Chevrolet ,LS B3 - 10 seats BSII,MANUAL,90000.0 KM,DIESEL,2nd,"2,51,000"
"Vadavalli, Thane",2011,Hyundai ,2011-2014 1.6 SX,MANUAL,"77,000 KM",PETROL,3rd,"3,50,000"
"Hullur Amanikere, Bengaluru",2000,Mitsubishi Lancer ,1.5 GLXi,MANUAL,"19,000 KM",PETROL,1st,"1,05,000"
"Bandra East, Mumbai",2008,Marutilto ,LXi,MANUAL,67200.0 KM,PETROL,1st,"1,11,000"
"Dwarka, Delhi",2012,Hyundai ,Sportz 1.2 Automatic Kappa2,AUTOMATIC,58000.0 KM,PETROL,1st,"2,85,000"
"Sector 61, Chandigarh",2012,Hyundai ,1.2 Kappa Magna,MANUAL,79000.0 KM,PETROL,1st,"2,68,000"
"Jayanagar, Bengaluru",2017,Marutilto K10 ,VXI,MANUAL,21550.0 KM,PETROL,--,"3,37,000"
"Shahupuri, Kolhapur",2016,Maruti Dzire ,VXI,MANUAL,62000.0 KM,PETROL,--,"5,45,000"
"Rajarhat, Kolkata",2016,Volkswagen Ameo ,,MANUAL,37893.0 KM,PETROL,--,"3,99,000"
"Yewlekar Mala, Nashik",2010,Hyundai ,1.2 Kappa Magna,MANUAL,75000.0 KM,DIESEL,2nd,"1,99,000"
"Palibor, Jorhat",2015,Audi Q3 ,2.0 TDI Quattro,MANUAL,1.0 KM,DIESEL,1st,"19,75,000"
"Sector 93A, Noida",2008,Honda ,EXi,MANUAL,140000 KM,PETROL,Third,"1,30,000"
"Isapur, Bilsanda",2014,Mahindra ,ZLX,AUTOMATIC,"122,000 KM",DIESEL,3rd,"4,50,000"
"Andhel, Sikandarabad Industrial Area",2007,Hyundai ,XK CNG,MANUAL,"11,641 KM",CNG & HYBRIDS,3rd,"60,000"
"2 F, Sri Ganganagar",2002,Mahindra ,CL 550 MDI,MANUAL,"98,759 KM",DIESEL,1st,"3,15,000"
"Kadma, Jamshedpur",2019,Hyundai ,VTVT 1.6 SX,MANUAL,"16,833 KM",PETROL,1st,"10,00,000"
"Saptarishi Society, Anand",2012,Mahindra ,2012-2014 E4 ABS BS IV,MANUAL,"176,000 KM",DIESEL,2nd,"2,20,000"
"Shambanur, Davanagere",2011,Volkswagen Vento ,1.5 TDI Highline,MANUAL,"80,000 KM",DIESEL,1st,"2,10,000"
"Spituk, Leh",2013,Hyundai ,Era,MANUAL,"98,000 KM",PETROL,2nd,"2,50,000"
"Karmaveer Nagar, Vaduj",2011,Tata ,CS LX TDI,AUTOMATIC,0 KM,DIESEL,2nd,"1,80,000"
"Adarsh Nagar, Nawanshahr",2016,Maruti ,VDI,MANUAL,"85,000 KM",DIESEL,2nd,"5,50,000"
"Dhurwa, Ranchi",2011,Mahindra ,2002-2013 Sle,MANUAL,"157,000 KM",DIESEL,1st,"3,80,000"
"Dadar West, Mumbai",2011,Marutilto K10 ,LXI,MANUAL,64000.0 KM,PETROL,3rd,"1,39,000"
"Kattoor, Coimbatore",2008,Tata ,2009-2011 DLS,MANUAL,87000.0 KM,DIESEL,1st,"1,35,000"
"Villivakkam, Chennai",2015,Audi Q3 ,2015-2017 35 TDI Quattro Premium Plus,AUTOMATIC,42667.0 KM,DIESEL,1st,"20,00,000"
"Bara Hindu Rao, Delhi",2013,Honda ,1.2 LS ABS,MANUAL,90000 KM,CNG,Second,"2,30,000"
"Laddak, Vapi",2017,Hyundai ,Magna Executive Diesel,MANUAL,"82,000 KM",DIESEL,1st,"5,25,000"
"Old Mangan Bazar, Mangan",2021,Maruti ,LXI,AUTOMATIC,"7,000 KM",PETROL,1st,"4,50,000"
"New Transport Nagar, GIDA Gorakhpur",2008,Skoda ,2008-2010 1.4 MPI Elegance,MANUAL,"90,000 KM",PETROL,2nd,"2,60,000"
"Panchu, Hisua",2005,Maruti ,AC,MANUAL,"63,000 KM",PETROL,2nd,"68,000"
"Sondongari, Raipur",2019,Hyundai ,SX Opt,MANUAL,38000.0 KM,PETROL,1st,"9,11,000"
"Sreenilayam, Meenad",2006,Mahindra ,2002-2013 2.6 CRDe,MANUAL,"100,000 KM",DIESEL,3rd,"2,00,000"
"Yogi Darshan Society, Surat",2009,Maruti ,Vxi BS-IV,MANUAL,80000.0 KM,CNG & HYBRIDS,3rd,"2,25,000"
"Tambaram, Chennai",2015,Chevrolet ,,--,86000.0 KM,DIESEL,1st,"2,30,000"
"Ashok Nagar, Kurnool",2016,Tata ,V2 LS,MANUAL,"240,000 KM",DIESEL,2nd,"1,50,000"
"Kachujan Gaon, Tinsukia",2011,Ford ,Others,MANUAL,"46,000 KM",PETROL,1st,"2,15,000"
"Vaishali Nagar, Jaipur",2012,Ford ,Duratorq EXI 1.4,MANUAL,"93,000 KM",DIESEL,2nd,"2,50,000"
"Kotha Peta, Chirala",2006,Tata ,Victa CX 10/7 Str BSIII,MANUAL,"276,310 KM",DIESEL,1st,"1,50,000"
"Dabhoi, Vadodara",2020,Maruti ,LXI,MANUAL,"6,500 KM",PETROL,1st,"3,60,000"
"Darbeshpur, Mahimapur",2008,Maruti ,Duo LXi LPG,AUTOMATIC,15 KM,PETROL,2nd,"60,000"
"Balkampet, Hyderabad",2014,Tata ,V2 LX,MANUAL,85000.0 KM,DIESEL,1st,"1,25,000"
"Kalkaji, Delhi",2012,Maruti ,2012-2015 VDI,MANUAL,90000.0 KM,DIESEL,1st,"3,49,000"
"Goregaon East, Mumbai",2012,Maruti ,CNG LXI Optional,MANUAL,40000.0 KM,CNG & HYBRIDS,1st,"2,10,000"
"Patahi, Sheohar",2020,Mahindra ,FB 1.7T,AUTOMATIC,20000 KM,DIESEL,First,"10,80,000"
"Varacha, Surat",2019,Maruti ,VDI,MANUAL,"32,000 KM",DIESEL,1st,"7,00,000"
"Karanataka bangalore nagarabhavi 2nd stage, Bengaluru",2007,Tata ,2009-2011 DLG,MANUAL,82000.0 KM,DIESEL,3rd,"88,000"
"Sector 51, Chandigarh",2009,Honda ,1.8 (E) MT,MANUAL,89000.0 KM,PETROL,1st,"2,68,000"
"Bandra East, Mumbai",2014,Maruti 1.0 ,LXi CNG,MANUAL,98600.0 KM,CNG & HYBRIDS,2nd,"2,99,999"
"Usuppur, Chidambaram",2007,Tata ,2009-2011 DL,MANUAL,"120,000 KM",DIESEL,2nd,"75,000"
"Saraswathipuram, Tumakuru",2006,Tata ,DLE BSIII,MANUAL,"107,533 KM",DIESEL,4th,"90,000"
"Whitefield, Bengaluru",2017,Skoda ,1.6 MPI AT Ambition,AUTOMATIC,"38,551 KM",PETROL,2nd,"8,25,000"
"Kakani Nagar, Visakhapatnam",2016,Honda ,S i-VTEC,MANUAL,54500.0 KM,PETROL,1st,"5,80,000"
"Sector 21B, Chandigarh",2017,Hyundai ,1.6 VTVT E Plus,MANUAL,60000.0 KM,PETROL,1st,"9,75,000"
"Saidpur Jagir, Lucknow",2012,Tata ,Dicor VX 4X2 BS IV,MANUAL,68 KM,DIESEL,2nd,"4,50,000"
"Tilak Nagar, Bikaner",2015,Other Brands Others ,,MANUAL,"50,000 KM",DIESEL,1st,"20,000"
"DRP Line, Dewas",2010,Mahindra ,E8 BS-III,MANUAL,"161,000 KM",DIESEL,2nd,"2,40,000"
"Dashrathpuri, Delhi",2011,Hyundai ,1.1L iRDE ERA Special Edition,MANUAL,"76,200 KM",CNG & HYBRIDS,2nd,"1,50,000"
"Sukhdev Nagar, Panipat",2017,Maruti ,2011-2014 Star LXI,MANUAL,"65,000 KM",PETROL,3rd,"4,70,000"
"Royapettah, Chennai",2015,Chevrolet ,,--,86000.0 KM,DIESEL,1st,"2,30,000"
"Mahalakshmi, Mumbai",2010,Bmw Z4 ,Roadster sDrive35i,AUTOMATIC,48000.0 KM,PETROL,3rd,"29,00,000"
"Hinjewadi, Pune",2016,Maruti ,LXI,MANUAL,46746.0 KM,PETROL,--,"2,77,000"
"New Partap Nagar, Amritsar",2004,Tata ,2009-2011 DLS,MANUAL,120000 KM,DIESEL,First,"55,000"
"Lajpat Nagar 2, Delhi",2009,Honda ,2008-2011 1.5 S AT,AUTOMATIC,70000 KM,PETROL,First,"2,40,000"
"Gandhi Bag, Mahuva",2020,Maruti ,VXI Plus,MANUAL,"6,800 KM",PETROL,1st,"4,00,000"
"Parsvnath City Sonepat, Sonipat",2008,Hyundai ,Magna CNG,MANUAL,"153,878 KM",PETROL,3rd,"1,00,000"
"Doddakannalli, Bengaluru",2014,Renault Pulse ,2012-2014 RxZ,MANUAL,50786.0 KM,DIESEL,1st,"4,45,000"
"Ashok Vihar, Delhi",2017,Ford ,V8,AUTOMATIC,22000.0 KM,PETROL,1st,"68,00,000"
"Bank Colony, Karimnagar",2019,Mahindra ,Others,MANUAL,"20,000 KM",DIESEL,1st,"6,80,000"
"Pauta, Barkhera",2017,Ford ,1.2P Titanium Plus MT,AUTOMATIC,"17,300 KM",PETROL,1st,"4,00,000"
"Bandra East, Mumbai",2009,Maruti ,VXI,MANUAL,63000.0 KM,PETROL,1st,"2,15,000"
"Sykampa, Uppala",2013,Maruti ,2012-2016 LX Optional,MANUAL,"80,000 KM",PETROL,1st,"1,80,000"
"Sector 51, Chandigarh",2009,Hyundai ,1.2 Magna Executive,MANUAL,87000.0 KM,PETROL,1st,"2,45,000"
"Yogi Darshan Society, Surat",2008,Chevrolet ,LS B3 - 10 seats BSII,MANUAL,90000.0 KM,DIESEL,2nd,"2,51,000"
"Vadavalli, Thane",2011,Hyundai ,2011-2014 1.6 SX,MANUAL,"77,000 KM",PETROL,3rd,"3,50,000"
"Hullur Amanikere, Bengaluru",2000,Mitsubishi Lancer ,1.5 GLXi,MANUAL,"19,000 KM",PETROL,1st,"1,05,000"
"Bandra East, Mumbai",2008,Marutilto ,LXi,MANUAL,67200.0 KM,PETROL,1st,"1,11,000"
"Dwarka, Delhi",2012,Hyundai ,Sportz 1.2 Automatic Kappa2,AUTOMATIC,58000.0 KM,PETROL,1st,"2,85,000"
"Sector 61, Chandigarh",2012,Hyundai ,1.2 Kappa Magna,MANUAL,79000.0 KM,PETROL,1st,"2,68,000"
"Jayanagar, Bengaluru",2017,Marutilto K10 ,VXI,MANUAL,21550.0 KM,PETROL,--,"3,37,000"
"Shahupuri, Kolhapur",2016,Maruti Dzire ,VXI,MANUAL,62000.0 KM,PETROL,--,"5,45,000"
"Rajarhat, Kolkata",2016,Volkswagen Ameo ,,MANUAL,37893.0 KM,PETROL,--,"3,99,000"
"Yewlekar Mala, Nashik",2010,Hyundai ,1.2 Kappa Magna,MANUAL,75000.0 KM,DIESEL,2nd,"1,99,000"
"Palibor, Jorhat",2015,Audi Q3 ,2.0 TDI Quattro,MANUAL,1.0 KM,DIESEL,1st,"19,75,000"
"Sector 93A, Noida",2008,Honda ,EXi,MANUAL,140000 KM,PETROL,Third,"1,30,000"
"Isapur, Bilsanda",2014,Mahindra ,ZLX,AUTOMATIC,"122,000 KM",DIESEL,3rd,"4,50,000"
"Andhel, Sikandarabad Industrial Area",2007,Hyundai ,XK CNG,MANUAL,"11,641 KM",CNG & HYBRIDS,3rd,"60,000"
"2 F, Sri Ganganagar",2002,Mahindra ,CL 550 MDI,MANUAL,"98,759 KM",DIESEL,1st,"3,15,000"
"Kadma, Jamshedpur",2019,Hyundai ,VTVT 1.6 SX,MANUAL,"16,833 KM",PETROL,1st,"10,00,000"
"Saptarishi Society, Anand",2012,Mahindra ,2012-2014 E4 ABS BS IV,MANUAL,"176,000 KM",DIESEL,2nd,"2,20,000"
"Shambanur, Davanagere",2011,Volkswagen Vento ,1.5 TDI Highline,MANUAL,"80,000 KM",DIESEL,1st,"2,10,000"
"Spituk, Leh",2013,Hyundai ,Era,MANUAL,"98,000 KM",PETROL,2nd,"2,50,000"
"Karmaveer Nagar, Vaduj",2011,Tata ,CS LX TDI,AUTOMATIC,0 KM,DIESEL,2nd,"1,80,000"
"Adarsh Nagar, Nawanshahr",2016,Maruti ,VDI,MANUAL,"85,000 KM",DIESEL,2nd,"5,50,000"
"Dhurwa, Ranchi",2011,Mahindra ,2002-2013 Sle,MANUAL,"157,000 KM",DIESEL,1st,"3,80,000"
"Dadar West, Mumbai",2011,Marutilto K10 ,LXI,MANUAL,64000.0 KM,PETROL,3rd,"1,39,000"
"Kattoor, Coimbatore",2008,Tata ,2009-2011 DLS,MANUAL,87000.0 KM,DIESEL,1st,"1,35,000"
"Villivakkam, Chennai",2015,Audi Q3 ,2015-2017 35 TDI Quattro Premium Plus,AUTOMATIC,42667.0 KM,DIESEL,1st,"20,00,000"
"Bara Hindu Rao, Delhi",2013,Honda ,1.2 LS ABS,MANUAL,90000 KM,CNG,Second,"2,30,000"
"Laddak, Vapi",2017,Hyundai ,Magna Executive Diesel,MANUAL,"82,000 KM",DIESEL,1st,"5,25,000"
"Old Mangan Bazar, Mangan",2021,Maruti ,LXI,AUTOMATIC,"7,000 KM",PETROL,1st,"4,50,000"
"New Transport Nagar, GIDA Gorakhpur",2008,Skoda ,2008-2010 1.4 MPI Elegance,MANUAL,"90,000 KM",PETROL,2nd,"2,60,000"
"Panchu, Hisua",2005,Maruti ,AC,MANUAL,"63,000 KM",PETROL,2nd,"68,000"
"Sondongari, Raipur",2019,Hyundai ,SX Opt,MANUAL,38000.0 KM,PETROL,1st,"9,11,000"
"Sreenilayam, Meenad",2006,Mahindra ,2002-2013 2.6 CRDe,MANUAL,"100,000 KM",DIESEL,3rd,"2,00,000"
"Yogi Darshan Society, Surat",2009,Maruti ,Vxi BS-IV,MANUAL,80000.0 KM,CNG & HYBRIDS,3rd,"2,25,000"
"Tambaram, Chennai",2015,Chevrolet ,,--,86000.0 KM,DIESEL,1st,"2,30,000"
"Ashok Nagar, Kurnool",2016,Tata ,V2 LS,MANUAL,"240,000 KM",DIESEL,2nd,"1,50,000"
"Kachujan Gaon, Tinsukia",2011,Ford ,Others,MANUAL,"46,000 KM",PETROL,1st,"2,15,000"
"Vaishali Nagar, Jaipur",2012,Ford ,Duratorq EXI 1.4,MANUAL,"93,000 KM",DIESEL,2nd,"2,50,000"
"Kotha Peta, Chirala",2006,Tata ,Victa CX 10/7 Str BSIII,MANUAL,"276,310 KM",DIESEL,1st,"1,50,000"
"Dabhoi, Vadodara",2020,Maruti ,LXI,MANUAL,"6,500 KM",PETROL,1st,"3,60,000"
"Darbeshpur, Mahimapur",2008,Maruti ,Duo LXi LPG,AUTOMATIC,15 KM,PETROL,2nd,"60,000"
"Balkampet, Hyderabad",2014,Tata ,V2 LX,MANUAL,85000.0 KM,DIESEL,1st,"1,25,000"
"Kalkaji, Delhi",2012,Maruti ,2012-2015 VDI,MANUAL,90000.0 KM,DIESEL,1st,"3,49,000"
"Goregaon East, Mumbai",2012,Maruti ,CNG LXI Optional,MANUAL,40000.0 KM,CNG & HYBRIDS,1st,"2,10,000"
"Yewlekar Mala, Nashik",2010,Hyundai ,1.2 Kappa Magna,MANUAL,75000.0 KM,DIESEL,2nd,"1,99,000"
"Palibor, Jorhat",2015,Audi Q3 ,2.0 TDI Quattro,MANUAL,1.0 KM,DIESEL,1st,"19,75,000"
"Sector 93A, Noida",2008,Honda ,EXi,MANUAL,140000 KM,PETROL,Third,"1,30,000"
"Isapur, Bilsanda",2014,Mahindra ,ZLX,AUTOMATIC,"122,000 KM",DIESEL,3rd,"4,50,000"
"Andhel, Sikandarabad Industrial Area",2007,Hyundai ,XK CNG,MANUAL,"11,641 KM",CNG & HYBRIDS,3rd,"60,000"
"2 F, Sri Ganganagar",2002,Mahindra ,CL 550 MDI,MANUAL,"98,759 KM",DIESEL,1st,"3,15,000"
"Kadma, Jamshedpur",2019,Hyundai ,VTVT 1.6 SX,MANUAL,"16,833 KM",PETROL,1st,"10,00,000"
"Saptarishi Society, Anand",2012,Mahindra ,2012-2014 E4 ABS BS IV,MANUAL,"176,000 KM",DIESEL,2nd,"2,20,000"
"Shambanur, Davanagere",2011,Volkswagen Vento ,1.5 TDI Highline,MANUAL,"80,000 KM",DIESEL,1st,"2,10,000"
"Spituk, Leh",2013,Hyundai ,Era,MANUAL,"98,000 KM",PETROL,2nd,"2,50,000"
"Karmaveer Nagar, Vaduj",2011,Tata ,CS LX TDI,AUTOMATIC,0 KM,DIESEL,2nd,"1,80,000"
"Adarsh Nagar, Nawanshahr",2016,Maruti ,VDI,MANUAL,"85,000 KM",DIESEL,2nd,"5,50,000"
"Dhurwa, Ranchi",2011,Mahindra ,2002-2013 Sle,MANUAL,"157,000 KM",DIESEL,1st,"3,80,000"
"Dadar West, Mumbai",2011,Marutilto K10 ,LXI,MANUAL,64000.0 KM,PETROL,3rd,"1,39,000"
"Kattoor, Coimbatore",2008,Tata ,2009-2011 DLS,MANUAL,87000.0 KM,DIESEL,1st,"1,35,000"
"Villivakkam, Chennai",2015,Audi Q3 ,2015-2017 35 TDI Quattro Premium Plus,AUTOMATIC,42667.0 KM,DIESEL,1st,"20,00,000"
"Bara Hindu Rao, Delhi",2013,Honda ,1.2 LS ABS,MANUAL,90000 KM,CNG,Second,"2,30,000"
"Laddak, Vapi",2017,Hyundai ,Magna Executive Diesel,MANUAL,"82,000 KM",DIESEL,1st,"5,25,000"
"Old Mangan Bazar, Mangan",2021,Maruti ,LXI,AUTOMATIC,"7,000 KM",PETROL,1st,"4,50,000"
"New Transport Nagar, GIDA Gorakhpur",2008,Skoda ,2008-2010 1.4 MPI Elegance,MANUAL,"90,000 KM",PETROL,2nd,"2,60,000"
"Panchu, Hisua",2005,Maruti ,AC,MANUAL,"63,000 KM",PETROL,2nd,"68,000"
"Sondongari, Raipur",2019,Hyundai ,SX Opt,MANUAL,38000.0 KM,PETROL,1st,"9,11,000"
"Sreenilayam, Meenad",2006,Mahindra ,2002-2013 2.6 CRDe,MANUAL,"100,000 KM",DIESEL,3rd,"2,00,000"
"Yogi Darshan Society, Surat",2009,Maruti ,Vxi BS-IV,MANUAL,80000.0 KM,CNG & HYBRIDS,3rd,"2,25,000"
"Tambaram, Chennai",2015,Chevrolet ,,--,86000.0 KM,DIESEL,1st,"2,30,000"
"Ashok Nagar, Kurnool",2016,Tata ,V2 LS,MANUAL,"240,000 KM",DIESEL,2nd,"1,50,000"
"Kachujan Gaon, Tinsukia",2011,Ford ,Others,MANUAL,"46,000 KM",PETROL,1st,"2,15,000"
"Vaishali Nagar, Jaipur",2012,Ford ,Duratorq EXI 1.4,MANUAL,"93,000 KM",DIESEL,2nd,"2,50,000"
"Kotha Peta, Chirala",2006,Tata ,Victa CX 10/7 Str BSIII,MANUAL,"276,310 KM",DIESEL,1st,"1,50,000"
"Dabhoi, Vadodara",2020,Maruti ,LXI,MANUAL,"6,500 KM",PETROL,1st,"3,60,000"
"Darbeshpur, Mahimapur",2008,Maruti ,Duo LXi LPG,AUTOMATIC,15 KM,PETROL,2nd,"60,000"
"Balkampet, Hyderabad",2014,Tata ,V2 LX,MANUAL,85000.0 KM,DIESEL,1st,"1,25,000"
"Kalkaji, Delhi",2012,Maruti ,2012-2015 VDI,MANUAL,90000.0 KM,DIESEL,1st,"3,49,000"
"Goregaon East, Mumbai",2012,Maruti ,CNG LXI Optional,MANUAL,40000.0 KM,CNG & HYBRIDS,1st,"2,10,000"
"Patahi, Sheohar",2020,Mahindra ,FB 1.7T,AUTOMATIC,20000 KM,DIESEL,First,"10,80,000"
"Varacha, Surat",2019,Maruti ,VDI,MANUAL,"32,000 KM",DIESEL,1st,"7,00,000"
"Karanataka bangalore nagarabhavi 2nd stage, Bengaluru",2007,Tata ,2009-2011 DLG,MANUAL,82000.0 KM,DIESEL,3rd,"88,000"
